iter = 5,step = 310, loss = 1.469527, accuracy = 0.992188 
iter = 5,step = 320, loss = 1.489562, accuracy = 0.968750 
iter = 5,step = 330, loss = 1.529064, accuracy = 0.929688 
iter = 5,step = 340, loss = 1.481668, accuracy = 0.984375 
iter = 5,step = 350, loss = 1.484586, accuracy = 0.976562 
iter = 5,step = 360, loss = 1.482943, accuracy = 0.976562 
iter = 5,step = 370, loss = 1.476775, accuracy = 0.984375 
iter = 5,step = 380, loss = 1.509362, accuracy = 0.953125 
iter = 5,step = 390, loss = 1.477997, accuracy = 0.984375 
iter = 5,step = 400, loss = 1.513747, accuracy = 0.945312 
iter = 5,step = 410, loss = 1.473880, accuracy = 0.984375 
iter = 5,step = 420, loss = 1.484586, accuracy = 0.976562 
iter = 6,step = 0, loss = 1.499791, accuracy = 0.960938 
iter = 6,step = 10, loss = 1.484562, accuracy = 0.976562 
iter = 6,step = 20, loss = 1.499812, accuracy = 0.960938 
iter = 6,step = 30, loss = 1.508769, accuracy = 0.953125 
iter = 6,step = 40, loss = 1.531377, accuracy = 0.929688 
iter = 6,step = 50, loss = 1.476892, accuracy = 0.984375 
iter = 6,step = 60, loss = 1.484616, accuracy = 0.976562 
iter = 6,step = 70, loss = 1.499898, accuracy = 0.960938 
iter = 6,step = 80, loss = 1.507740, accuracy = 0.953125 
iter = 6,step = 90, loss = 1.484588, accuracy = 0.976562 
iter = 6,step = 100, loss = 1.515985, accuracy = 0.945312 
iter = 6,step = 110, loss = 1.508025, accuracy = 0.953125 
iter = 6,step = 120, loss = 1.461151, accuracy = 1.000000 
iter = 6,step = 130, loss = 1.476776, accuracy = 0.984375 
iter = 6,step = 140, loss = 1.469587, accuracy = 0.992188 
iter = 6,step = 150, loss = 1.478339, accuracy = 0.984375 
iter = 6,step = 160, loss = 1.500213, accuracy = 0.960938 
iter = 6,step = 170, loss = 1.523450, accuracy = 0.937500 
iter = 6,step = 180, loss = 1.500343, accuracy = 0.960938 
